state,stateImg,parties,title,href,dateFiled,dateDecided,excerpt,electionAdministration,felonyDisenfranchisement,inPersonVoting,postElectionLitigation,redistrictingLitigation,registration,voteByMail,victory,caseStatus
Washington,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-washington-01.png,"Portugal v. Franklin County","Washington Franklin County Electoral System Challenge","https://www.democracydocket.com/cases/washington-franklin-county-electoral-system-challenge/",2021-04-22,2023-06-15,"Lawsuit filed by the League of United Latin American Citizens (LULAC) and three Latino voters against Franklin County, Washington, and its three-member county commission challenging the county’s hybrid electoral scheme.",false,false,false,false,true,false,false,true,Decided
New Jersey,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newjersey-01-1.png,"United States v. Union County","New Jersey Union County Voter Assistance Challenge","https://www.democracydocket.com/cases/new-jersey-union-county-voter-assistance-challenge/",2023-05-09,2023-06-13,"Lawsuit filed by the U.S. Department of Justice (DOJ) challenging Union County, New Jersey’s failure to provide adequate assistance, information and election materials to Spanish-speaking voters.",false,false,true,false,false,false,false,true,Decided
Ohio,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-ohio-01-1.png,"One Person One Vote v. Ohio Ballot Board","Ohio S.J.R. 2 Ballot Language Challenge","https://www.democracydocket.com/cases/ohio-s-j-r-2-ballot-language-challenge/",2023-05-23,2023-06-12,"Lawsuit filed on behalf of Ohio voters and One Person One Vote challenging the adopted ballot language for Senate Joint Resolution 2, a proposed amendment to the Ohio Constitution that would increase the threshold to pass constitutional amendments from 50% to 60%.",true,false,false,false,false,false,false,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Arizona Republican Party v. Fontes","Arizona Mail-in Voting Challenge II","https://www.democracydocket.com/cases/arizona-mail-in-voting-challenge-ii/",2022-05-17,2023-06-02,"Lawsuit filed on behalf of the Arizona Republican Party and its chairwoman challenging the state’s no-excuse mail-in voting system.",false,false,false,false,false,false,true,true,Decided
Mississippi,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-mississippi-01-1.png,"Disability Rights Mississippi v. Fitch","Mississippi Mail-in Voting Assistance Limitations Challenge","https://www.democracydocket.com/cases/mississippi-mail-in-voting-assistance-limitations-challenge/",2023-05-31,undefined,"Lawsuit filed by Disability Rights Mississippi, the League of Women Voters of Mississippi, a voter and two individuals who provide voter assistance challenging Senate Bill 2358.",false,false,false,false,false,false,true,false,Filed
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"Jacksonville Branch of the NAACP v. Jacksonville","Florida Jacksonville Redistricting Challenge","https://www.democracydocket.com/cases/florida-jacksonville-redistricting-challenge/",2022-05-03,2023-05-30,"Lawsuit challenging Jacksonville, Florida’s city council districts and Duval County’s school board districts drawn with 2020 census data.",false,false,false,false,true,false,false,true,Decided
Nevada,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-nevada-01-1.png,"Nevada Republican Party v. Nevada","Nevada 2024 Presidential Primary Challenge","https://www.democracydocket.com/cases/nevada-2024-presidential-primary-challenge/",2023-05-26,undefined,"Lawsuit brought by the Nevada Republican Party (NV GOP) against the state of Nevada and Nevada Secretary of State Francisco Aguilar (D) challenging Nevada’s presidential primary system.",true,false,false,false,false,false,false,false,Filed
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"Hispanic Federation v. Byrd","Florida Omnibus Voter Suppression Law Challenge (Hispanic Federation)","https://www.democracydocket.com/cases/florida-omnibus-voter-suppression-law-challenge-hispanic-federation/",2023-05-25,undefined,"Lawsuit filed by Hispanic Federation, Poder Latinx and Florida residents challenging a portion of omnibus voter suppression law, Senate Bill 7050.",false,false,false,false,false,true,false,false,Filed
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"League of Women Voters of Florida v. Moody","Florida Omnibus Voter Suppression Law Challenge (LWV)","https://www.democracydocket.com/cases/florida-omnibus-voter-suppression-law-challenge-lwv/",2023-05-24,undefined,"Lawsuit filed on behalf of the League of Women Voters of Florida, and League of Women Voters of Florida Education Fund against Florida Attorney General Ashley Moody (R) and Florida Secretary of State Cord Byrd (R)",false,false,false,false,false,true,false,false,Filed
Minnesota,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-minnesota-01-1.png,"Minnesota Voters Alliance v. Office of the Minnesota Secretary of State","Minnesota Signature Verification Challenge","https://www.democracydocket.com/cases/minnesota-signature-verification-challenge/",2022-01-25,2023-05-24,"Lawsuit filed on behalf of Minnesota Voters Alliance — an organization “fighting for election integrity” — and three voters against the office of the Minnesota secretary of state challenging the administrative rule outlining the duties of ballot board members who review absentee ballots.",true,false,false,false,false,false,true,true,Decided
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"Florida State Conference of Branches and Youth Units of the NAACP v. Byrd","Florida Omnibus Voter Suppression Law Challenge (NAACP)","https://www.democracydocket.com/cases/florida-omnibus-voter-suppression-law-challenge/",2023-05-24,undefined,"Lawsuit challenging multiple provisions in Florida omnibus voter suppression law, S.B. 7050.",false,false,false,false,false,true,true,false,Filed
Arkansas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arkansas-01-1.png,"Christian Ministerial Alliance v. Thurston","Arkansas Congressional Redistricting Challenge (Christian Ministerial Alliance)","https://www.democracydocket.com/cases/arkansas-congressional-redistricting-challenge-christian-ministerial-alliance/",2023-05-23,undefined,"Lawsuit challenging Arkansas’ congressional map.",false,false,false,false,true,false,false,false,Filed
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"League of Women Voters of Arizona v. Lions of Liberty","Arizona Voter Intimidation Challenge (LWV of Arizona)","https://www.democracydocket.com/cases/arizona-voter-intimidation-challenge-lwv-of-arizona/",2022-10-25,2023-05-22,"Lawsuit filed by the League of Women Voters of Arizona against several groups for alleged voter intimidation in Arizona.",false,false,false,false,false,false,true,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Arizona Alliance for Retired Americans v. Clean Elections USA","Arizona Voter Intimidation Challenge (AZ Alliance)","https://www.democracydocket.com/cases/arizona-voter-intimidation-challenge/",2022-10-24,2023-05-22,"Lawsuit filed against Clean Elections USA, Melody Jennings (the founder of CEUSA) and unnamed defendants challenging voter intimidation practices in Arizona.",false,false,false,false,false,false,true,true,Decided
Arkansas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arkansas-01-1.png,"Suttlar v. Thurston","Arkansas Congressional Redistricting Challenge (Suttlar)","https://www.democracydocket.com/cases/arkansas-congressional-redistricting-challenge-suttlar/",2022-03-21,2023-05-11,"Lawsuit filed on behalf of a group of Black Arkansas voters against the state’s new congressional map.",false,false,false,false,true,false,false,false,Decided
Colorado,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-colorado-01-1.png,"Judicial Watch, Inc. v. Griswold","Colorado Voter Purge (Judicial Watch)","https://www.democracydocket.com/cases/colorado-voter-purge/",2020-10-05,2023-05-08,"Conservative lawsuit challenging Colorado’s failure to purge voters from its rolls.",true,false,false,false,false,true,false,false,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Moretti v. Raffensperger","Georgia Jackson County Voting Machines Challenge","https://www.democracydocket.com/cases/georgia-jackson-county-electronic-voting-machine-challenge/",2022-10-17,2023-05-05,"Lawsuit filed by a Georgia voter against Georgia Secretary of State Brad Raffensperger (R) and the Jackson County Board of Elections challenging the use of electronic voting machines in Jackson County.",true,false,false,false,false,false,false,true,Decided
Kansas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-kansas-01-1.png,"VoteAmerica v. Schwab","Kansas Voter Suppression Law (VoteAmerica)","https://www.democracydocket.com/cases/kansas-voter-suppression-law-voteamerica/",2021-06-02,2023-05-04,"Lawsuit challenging Kansas voter suppression law House Bill 2332.",false,false,false,false,false,false,true,true,Decided
Louisiana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-louisiana-01-1.png,"Voice of the Experienced v. Ardoin","Louisiana Voter Registration NVRA Challenge","https://www.democracydocket.com/cases/louisiana-voter-registration-nvra-challenge/",2023-05-01,undefined,"Lawsuit filed on behalf of Voice of the Experienced (VOTE), Power Coalition for Equity and Justice and the League of Women Voters of Louisiana against Louisiana Secretary of State Kyle Ardoin (R) challenging the state’s policy regarding re-enfranchisement for “suspended” voters.",false,true,false,false,false,true,false,false,Filed
North Carolina,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-northcarolina-01-1.png,"Community Success Initiative v. Moore","North Carolina Felony Disenfranchisement Challenge","https://www.democracydocket.com/cases/north-carolina-felony-disenfranchisement-law/",2019-11-20,2023-04-28,"Lawsuit challenging North Carolina’s felony disenfranchisement law.",false,true,false,false,false,true,false,false,Decided
North Carolina,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-northcarolina-01-1.png,"Holmes v. Moore","North Carolina Photo ID Requirement Challenge (Holmes)","https://www.democracydocket.com/cases/north-carolina-photo-id-requirement-challenge-holmes/",2018-12-19,2023-04-28,"Lawsuit challenging North Carolina’s strict photo ID law S.B. 824.",false,false,true,false,false,false,false,false,Decided
Alabama,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-alabama-01-1.png,"Thompson v. Merrill","Alabama Felony Disenfranchisement and Voter Registration Form Challenge","https://www.democracydocket.com/cases/alabama-felony-disenfranchisement-and-voter-registration-form-challenge/",2016-09-26,2023-04-26,"Class action lawsuit filed on behalf of individual plaintiffs who are not registered to vote in Alabama due to a prior felony conviction, Greater Birmingham Ministries and a class of unregistered citizens who are otherwise eligible to register to vote but have been convicted of a felony.",false,true,false,false,false,true,false,false,Decided
Mississippi,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-mississippi-01-1.png,"NAACP v. Reeves","Mississippi Jackson H.B. 1020 and S.B. 2343 Challenge","https://www.democracydocket.com/cases/mississippi-jackson-h-b-1020-and-s-b-2343-challenge/",2023-04-21,undefined,"Lawsuit filed by the NAACP, the Mississippi State Conference of the NAACP, the Jackson City Branch of the NAACP and six residents of Jackson, Mississippi challenging two recently enacted anti-democratic laws that target Jackson’s majority-Black population.",false,false,false,false,false,false,false,false,Filed
New York,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newyork-01-1.png,"Nichols v. Hochul","New York Assembly Redistricting Challenge","https://www.democracydocket.com/cases/new-york-assembly-redistricting-challenge/",2022-05-15,2023-04-20,"Lawsuit filed on behalf of three New York voters challenging the state’s new Assembly map drawn with 2020 census data.",false,false,false,false,true,false,false,false,Decided
Alabama,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-alabama-01-1.png,"Addoh-Kondi v. Jefferson County Commission","Alabama Jefferson County Commission Redistricting Challenge (Voters)","https://www.democracydocket.com/cases/alabama-jefferson-county-commission-redistricting-challenge-voters/",2023-04-18,undefined,"Lawsuit filed on behalf of voters in Jefferson County, Alabama challenging Jefferson County, Alabama’s county commission districts drawn with 2020 census data.",false,false,false,false,true,false,false,false,Filed
Illinois,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-illinois-01-1.png,"Mazzochi v. Kaczmarek","Illinois 45th State House District Mail-in Ballot Challenge","https://www.democracydocket.com/cases/illinois-45th-state-house-district-mail-in-ballot-challenge/",2022-11-14,2023-04-10,"Lawsuit filed by Deanne Mazzochi (the Republican candidate for the 45th state House District) against the DuPage County clerk  and Jenn Ladisch Douglass (the Democratic candidate for the 45th state House District).",false,false,false,true,false,false,true,false,Decided
Missouri,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-missouri-01-2.png,"Cooper v. Ashcroft","Missouri Proposed Ballot Initiatives Rejection Challenge","https://www.democracydocket.com/cases/missouri-proposed-ballot-initiatives-rejection-challenge/",2023-03-23,2023-04-10,"Lawsuit filed on behalf of a Missouri citizen against Missouri Secretary of State John Ashcroft (R) challenging Ashcroft’s allegedly “unlawful” rejection of two proposed ballot initiative petitions.",true,false,false,false,false,false,false,false,Decided
Alabama,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-alabama-01-1.png,"McClure v. Jefferson County Commission","Alabama Jefferson County Commission Redistricting Challenge (NAACP)","https://www.democracydocket.com/cases/alabama-jefferson-county-commission-redistricting-challenge/",2023-04-07,undefined,"Lawsuit filed by a Black voter, Greater Birmingham Ministries, the Metro-Birmingham Branch of the NAACP and the Alabama State Conference of the NAACP challenging Jefferson County, Alabama’s county commission districts drawn with 2020 census data.",false,false,false,false,true,false,false,false,Filed
Virginia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-virginia-01-1.png,"Nolef Turns v. Youngkin","Virginia Voting Rights Restoration Scheme Challenge","https://www.democracydocket.com/cases/virginia-felony-disenfranchisement-challenge/",2023-04-06,undefined,"Lawsuit filed on behalf of an individual who is disenfranchised due to a former felony conviction and a nonprofit organization that supports formerly incarcerated individuals challenging Virginia’s felony disenfranchisement policy.",false,true,false,false,false,true,false,false,Filed
New Hampshire,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newhampshire-01-1.png,"Mosley v. Scanlan","New Hampshire 16th State House District Recount Challenge","https://www.democracydocket.com/cases/new-hampshire-16th-state-house-district-recount-challenge/",2022-11-18,2023-04-05,"Lawsuit filed by the Democratic state House candidate for the 16th House District and the Democratic state senator representing the 18th state Senate District, challenging the counting of ballots cast during the Nov. 8 election.",false,false,false,true,false,false,false,false,Decided
North Carolina,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-northcarolina-01-1.png,"North Carolina Democratic Party v. North Carolina","North Carolina Early Vote Location","https://www.democracydocket.com/cases/north-carolina-early-vote-location/",2019-12-20,2023-03-30,"Democratic lawsuit challenging a North Carolina law that limits early voting locations.",true,false,false,false,false,false,false,false,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"French v. County of Luzerne","Pennsylvania Luzerne County 2022 Election Administration Challenge","https://www.democracydocket.com/cases/pennsylvania-luzerne-county-2022-election-administration-challenge/",2023-03-28,undefined,"Lawsuit filed by three Luzerne County, Pennsylvania, voters against Luzerne County and its election officials alleging that voters were “disenfranchised” during the Nov. 8, 2022, midterm elections as a result of the defendants’ “misadministration of the election” in at least “40 election districts.”",true,false,false,false,false,false,false,false,Filed
Tennessee,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-tennessee-01-1.png,"Tucker v. Lee","Tennessee Nashville Metro Council Reduction Challenge (Tucker)","https://www.democracydocket.com/cases/tennessee-nashville-metro-council-reduction-challenge-tucker/",2023-03-28,undefined,"Lawsuit filed by voters from Davidson County, Tennessee against Tennessee Gov. Bill Lee (R), Secretary of State Tre Hargett (R) and Coordinator of Elections Mark Goins (R) challenging House Bill 48.",false,false,false,false,false,false,false,false,Filed
Kansas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-kansas-01-1.png,"Frick v. Schwab","Kansas Congressional Redistricting Challenge (Frick)","https://www.democracydocket.com/cases/kansas-congressional-redistricting-challenge-frick/",2022-03-01,2023-03-27,"Lawsuit filed on behalf of Democratic voters challenging Kansas’ new congressional map.",false,false,false,false,true,false,false,false,Decided
Kansas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-kansas-01-1.png,"Alonzo v. Schwab","Kansas Congressional Redistricting Challenge (Alonzo)","https://www.democracydocket.com/cases/kansas-congressional-redistricting-challenge-alonzo/",2022-02-14,2023-03-27,"Lawsuit filed on behalf of a group of Kansas voters challenging the state’s new congressional map.",false,false,false,false,true,false,false,false,Decided
Kansas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-kansas-01-1.png,"Rivera v. Schwab","Kansas Congressional Redistricting Challenge (Rivera)","https://www.democracydocket.com/cases/kansas-congressional-redistricting-challenge/",2022-02-14,2023-03-27,"Lawsuit filed on behalf of Kansas voters and the organization Loud Light against Kansas’ new congressional map.",false,false,false,false,true,false,false,false,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Republican National Committee v. Chapman","Pennsylvania Cure Procedures Challenge","https://www.democracydocket.com/cases/pennsylvania-cure-procedures-challenge/",2022-09-01,2023-03-23,"Lawsuit filed by the Republican National Committee and others challenging the authority of the county boards of elections to develop and implement ballot cure procedures.",false,false,false,false,false,false,true,true,Decided
Idaho,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-idaho-01.png,"March For Our Lives Idaho v. McGrane","Idaho Student ID Removal Challenge (March For Our Lives)","https://www.democracydocket.com/cases/idaho-h-b-124-student-id-removal-challenge/",2023-03-17,undefined,"Lawsuit filed by March For Our Lives Idaho and a young voter challenging House Bill 124, a newly enacted voter suppression law that eliminates the use of a student ID as an acceptable form of identification for in-person voting.",false,false,true,false,false,false,false,false,Filed
Florida,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-florida-01-1.png,"Vote.org v. Byrd","Florida Wet Signature Challenge","https://www.democracydocket.com/cases/florida-wet-signature-challenge/",2023-03-16,undefined,"Lawsuit filed on behalf of Vote.org and the Florida Alliance for Retired Americans against Florida Secretary of State Cord Byrd (R) and 67 county supervisors of elections challenging Florida’s “wet signature” requirement.",false,false,false,false,false,true,false,false,Appealed
Idaho,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-idaho-01.png,"BABE VOTE v. McGrane","Idaho H.B. 124 Student ID Removal Challenge (BABE VOTE)","https://www.democracydocket.com/cases/idaho-h-b-124-student-id-removal-challenge-babe-vote/",2023-03-16,undefined,"Lawsuit filed by BABE VOTE and the League of Women Voters of Idaho against Idaho Secretary of State Phil McGrane (R) challenging House Bill 124, a newly enacted voter suppression law that eliminates the use of a student ID as an acceptable form of identification for in-person voting.",false,false,true,false,false,false,false,false,Appealed
Alabama,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-alabama-01-1.png,"National Federation of the Blind v. Merrill","Alabama Absentee Voting Accessibility Challenge","https://www.democracydocket.com/cases/alabama-absentee-voting-challenge/",2022-06-08,2023-03-15,"Lawsuit filed by the National Federation of the Blind of Alabama and three voters against Alabama Secretary of State John Merrill (R) challenging Alabama’s absentee voting process.",false,false,false,false,false,false,true,false,Decided
The should-be state of District of Columbia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-washdc-01-1.png,"Hall v. District of Columbia Board of Elections","Washington, D.C. Noncitizen Voting Challenge","https://www.democracydocket.com/cases/washington-d-c-noncitizen-voting-challenge/",2023-03-14,undefined,"Lawsuit filed by a right-wing legal group on behalf of voters against Washington, D.C.’s Board of Elections challenging the Local Resident Voting Rights Amendment Act of 2022.",false,false,false,false,false,true,false,false,Filed
Tennessee,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-tennessee-01-1.png,"Metropolitan Government of Nashville and Davidson County v. Lee","Tennessee Nashville Metro Council Reduction Challenge (Metro Nashville)","https://www.democracydocket.com/cases/tennessee-nashville-metro-council-reduction-challenge/",2023-03-13,undefined,"Lawsuit filed by the Metropolitan Government of Nashville and Davidson County against Tennessee Gov. Bill Lee (R), Secretary of State Tre Hargett (R) and Coordinator of Elections Mark Goins (R) challenging Senate Bill 87.",false,false,false,false,false,false,false,false,Filed
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Costa v. Corman","Pennsylvania 2020 Election Investigation (State Senators)","https://www.democracydocket.com/cases/pennsylvania-2020-election-investigation/",2021-09-17,2023-03-10,"Lawsuit filed by Pennsylvania Democrats seeking to stop a GOP investigation into voters and the 2020 presidential election.",false,false,false,true,false,false,false,false,Decided
Arkansas,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arkansas-01-1.png,"King v. Thurston","Arkansas Act 236 Challenge","https://www.democracydocket.com/cases/arkansas-act-236-challenge/",2023-03-10,undefined,"Lawsuit filed by State Senator Bryan King (R) and the League of Women Voters of Arkansas against Arkansas Secretary of State John Thurston (R) challenging Act 236, a law passed in 2023 which places additional requirements on the ballot initiative process.",true,false,false,false,false,false,false,false,Filed
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Pennsylvania v. Dush","Pennsylvania 2020 Election Investigation (AG)","https://www.democracydocket.com/cases/pennsylvania-2020-election-investigation-ag/",2021-09-23,2023-03-10,"Lawsuit filed by Pennsylvania AG seeking to stop a GOP subpoena of  voters’ information related to an investigation of the 2020 presidential election.",false,false,false,true,false,false,false,false,Decided
Pennsylvania,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-pennslyvania-01-1.png,"Cutler v. Chapman","Pennsylvania Legislative Special Elections Challenge","https://www.democracydocket.com/cases/pennsylvania-legislative-special-elections-challenge/",2022-12-09,2023-03-09,"Lawsuit brought by state Rep. Bryan Cutler (R) challenging state Rep. Joanna McClinton’s (D) ability to be speaker and majority leader of the Pennsylvania House of Representatives.",false,false,false,true,false,false,false,true,Decided
New York,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newyork-01-1.png,"National Coalition on Black Civic Participation v. Wohl","New York National Robocall Voter Intimidation Challenge","https://www.democracydocket.com/cases/new-york-national-robocall-voter-intimidation-challenge/",2020-10-19,2023-03-08,"Lawsuit brought by the National Coalition on Black Civic Participation and several voters against right-wing conspiracy theorists alleging that they targeted Black voters through robocalls ahead of the 2020 election.",false,false,true,false,false,false,false,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Arizona v. Cochise County","Arizona Cochise County Election Authority Challenge","https://www.democracydocket.com/cases/arizona-cochise-county-election-authority-challenge/",2023-03-07,undefined,"Lawsuit filed by Arizona Attorney General Kris Mayes (D) on behalf of Arizona against Cochise County.",true,false,false,false,false,false,false,false,Filed
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Arizona Free Enterprise Club v. Fontes","Arizona Signature Verification Challenge","https://www.democracydocket.com/cases/arizona-signature-verification-challenge/",2023-03-06,undefined,"Lawsuit filed by the Arizona Free Enterprise Club, Restoring Integrity and Trust in Elections (RITE) — a right-wing legal group founded by Bill Barr and others — and a voter against Arizona Secretary of State Adrian Fontes (D).",false,false,false,false,false,false,true,false,Filed
New York,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newyork-01-1.png,"DCCC v. Kosinski","New York Ballot Rejection Practices","https://www.democracydocket.com/cases/new-york-ballot-rejection-practices/",2022-02-04,2023-03-02,"Lawsuit filed on behalf the DCCC challenging multiple New York election practices that lead to a high rejection rate of absentee ballots.",false,false,false,false,false,false,true,false,Decided
Wyoming,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-wyoming-01.png,"Newcomb v. Wyoming","Wyoming Photo ID Challenge","https://www.democracydocket.com/cases/wyoming-photo-id-challenge/",2022-04-28,2023-02-28,"Lawsuit brought by a Wyoming voter, Tim Newcomb, challenging Wyoming’s voter ID law, House Bill 0075.",false,false,true,false,false,false,false,false,Decided
Indiana,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-indiana-01-1.png,"American Council of the Blind of Indiana v. Indiana Election Commission","Indiana Absentee Voting Challenge","https://www.democracydocket.com/cases/indiana-absentee-voting-challenge/",2020-12-03,2023-02-27,"Lawsuit challenging Indiana’s limited at-home absentee voting options for individuals with print disabilities.",false,false,false,false,false,false,true,true,Decided
Arizona,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-arizona-01-1.png,"Republican National Committee v. Richer","Arizona Maricopa County Election Administrator Information Challenge","https://www.democracydocket.com/cases/arizona-maricopa-county-election-administrator-information-challenge/",2022-10-04,2023-02-27,"Lawsuit filed by Republicans requesting information related to the “staffing and composition of polling place Election Boards, Special Election Boards, and Central Counting Boards” in Maricopa County, Arizona.",true,false,false,false,false,false,false,false,Decided
New Hampshire,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newhampshire-01-1.png,"Richard v. Sununu","New Hampshire Voting Machines Challenge","https://www.democracydocket.com/cases/new-hampshire-voting-machines-challenge/",2022-08-23,2023-02-22,"Lawsuit filed by a right-wing constitutional lawyer challenging the use of electronic ballot counting machines and other New Hampshire election laws.",true,false,false,false,false,false,false,true,Decided
New York,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-newyork-01-1.png,"League of Women Voters of New York State v. Kosinski","New York Statewide Primary Elections Challenge","https://www.democracydocket.com/cases/new-york-statewide-primary-elections/",2022-05-18,2023-02-21,"Lawsuit filed on behalf of the League of Women Voters of New York State and two voters arguing that statewide primary elections must be delayed in order to comply with the New York Constitution.",true,false,false,false,false,false,false,false,Decided
Virginia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-virginia-01-1.png,"Goldman v. Youngkin","Virginia Special Election Democratic Primary Challenge","https://www.democracydocket.com/cases/virginia-special-election-democratic-primary-challenge/",2022-12-16,2023-02-21,"Lawsuit filed by Tavorise Marks and voters alleging that the way in which the defendants conducted the Dec. 20 Democratic primary violated federal law and the U.S. Constitution.",true,false,false,false,false,false,false,false,Decided
Mississippi,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-mississippi-01-1.png,"Buck v. Reeves","Mississippi Congressional Redistricting Challenge","https://www.democracydocket.com/cases/mississippi-congressional-redistricting-challenge/",2001-11-01,2023-02-21,"Lawsuit filed by individual voters against the Mississippi secretary of state, governor and attorney general and others challenging Mississippi’s congressional map drawn with 2000 census data for violating Section 2 of the VRA.",false,false,false,false,true,false,false,false,Decided
Maryland,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-maryland-01.png,"In Re: Petition For Emergency Remedy by the Maryland State Board of Elections","Maryland Mail-in Ballot Counting","https://www.democracydocket.com/cases/maryland-mail-in-ballot-counting/",2022-09-02,2023-02-21,"Lawsuit filed by Maryland Attorney General Brian E. Frosh (D) on behalf of the Maryland State Board of Elections seeking emergency relief to allow all local boards of canvassers to “meet and to open envelopes, canvass, and tabulate mail-in ballots no earlier than 8:00 a.m. on October 1, 2022.”",false,false,false,false,false,false,true,true,Decided
Virginia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-virginia-01-1.png,"Republican Party of Virginia v. Prince William County Election Board","Virginia Prince William County Election Officer Challenge","https://www.democracydocket.com/cases/virginia-prince-william-election-officer-challenge/",2022-10-19,2023-02-17,"Lawsuit filed by the Republican Party of Virginia and Prince William County Republican Party against the Prince William County Electoral Board and general registrar challenging the county’s composition of poll workers.",true,false,false,false,false,false,false,false,Decided
Georgia,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-georgia-01-1.png,"Cook v. Cobb County Board of Elections & Registration","Georgia Cobb County Absentee Ballots Challenge","https://www.democracydocket.com/cases/georgia-cobb-county-absentee-ballots-challenge/",2022-11-06,2023-02-15,"Lawsuit filed voters and the Cobb County Democracy Center against the Cobb County Board of Elections and Registration and its members, Georgia Secretary of State Brad Raffensperger (R) and the Georgia State Election Board and its members.",false,false,false,false,false,false,true,true,Decided
Minnesota,https://www.democracydocket.com/wp-content/uploads/2021/08/icon_state-minnesota-01-1.png,"Schroeder v. Simon","Minnesota Felony Disenfranchisement Challenge","https://www.democracydocket.com/cases/minnesota-felony-disenfranchisement-challenge/",2019-10-21,2023-02-15,"Lawsuit filed on behalf of four individuals with prior felony convictions challenging provisions of Minnesota law that restore the right to vote to individuals with former felony convictions “only upon discharge.”",false,true,false,false,false,true,false,false,Decided
