id,publishDate,title,url,publication,authors,authorList,image,sentence,country,bias,mediaOutletType,hasElias,hasDemocracyDocket
171003,2023-12-30,"Maine Dem who booted Trump from ballot met with Biden, called Electoral College ‘white supremacy’",https://nypost.com/2023/12/30/news/maine-dem-who-kicked-trump-off-ballot-called-electoral-college-white-supremacy/,New York Post,,,https://nypost.com/wp-content/uploads/sites/2/2023/12/newspress-collage-o66h9yzeb-1703976165362.jpg?quality=75&strip=all&1703958223&w=1200,"In June 2021, Bellows, a former state Senator in Maine, wrote an op-ed piece for the lefty platform Democracy Docket claiming she decided to run for secretary of state because she “was truly frightened for our democracy” following the 2020 presidential election.",United States,Right,Local News Outlet,False,True
170977,2024-01-21,"As 2024 elections approach, NC officials push to educate voters, bolster trust",https://www.wral.com/story/as-2024-elections-approach-nc-officials-push-to-educate-voters-bolster-trust/21244131/,WRAL,,,https://images.wral.com/asset/news/state/nccapitol/2024/01/21/21246446/josh-carter-yQvcqyIm79U-unsplash-DMID1-61ok796mu-640x360.jpg?w=640&h=360?w=640&h=360,"The court’s opinion was written by Berger’s son, Justice Phil Berger Jr.

North Carolina has been perhaps the most aggressive state in the country in passing laws that, in his view, roll back voting rights — often to the detriment of Black voters, according to Marc Elias, a Democratic attorney who litigates gerrymandering and voting rights cases all across the country.",United States,Center,Local Broadcast News,True,True
170931,2023-08-10,Republicans' Lessons from Ohio,https://time.com/6303738/republicans-lessons-ohio-abortion-issue-1/,Time,Sanya Mansoor,Sanya Mansoor,https://api.time.com/wp-content/uploads/2023/08/abortion-ohio-vote-02.jpg?quality=85&w=1200&h=628&crop=1,Another analysis published on Democracy Docket found a similar trend.,United States,Center,National News Outlet,False,True
171279,2025-03-26,"'Fight' Vs. 'Chuck Schumer.' Tabs, Wed., March 26, 2025",https://www.wonkette.com/p/fight-vs-chuck-schumer-tabs-wed-march,Wonkette,Rebecca Schoenkopf,Rebecca Schoenkopf,"https://substackcdn.com/image/fetch/$s_!7lMH!,w_1200,h_675,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fd8c5ce9a-61b8-4bef-92ed-b9d635198c7a_420x302.gif","(Democracy Docket)

Charlotte Clymer, who’s a veteran, is losing her mind about these unqualified dipshits running our wars.",United States,Left,Web Publication,False,True
170890,2023-06-08,Alabama ruling could help Democrats in multiple states,https://www.rollcall.com/2023/06/08/alabama-ruling-could-help-democrats-in-multiple-states/,Roll Call,"Mary Ellen Mcintire, Niels Lesniewski, Posted June","Mary Ellen Mcintire, Niels Lesniewski, Posted June",https://rollcall.com/app/uploads/2023/06/cbc_summit350_050923.jpg,"There’s also active litigation, highlighted by Democracy Docket, in Georgia and Texas that pertains to legislative maps.",United States,Center,Opinion Journal,False,True
170895,2023-06-12,Voting rights advocates in the South emboldened by Supreme Court win,https://ktvz.com/politics/cnn-us-politics/2023/06/12/voting-rights-advocates-in-the-south-emboldened-by-supreme-court-win/,KTVZ,Cnn Newsource,Cnn Newsource,https://ktvz.b-cdn.net/2025/02/KTVZ-Default-image-860x484.jpg,"According to the Democracy Docket, a liberal-leaning voting rights media platform that tracks election litigation, there are 31 active federal cases involving Voting Rights Act redistricting claims similar to those in the Alabama case.",United States,Unspecified,Local Broadcast News,False,True
170894,2023-06-12,Voting rights advocates in the South emboldened by Supreme Court win,https://www.cnn.com/2023/06/12/politics/supreme-court-redistricting-voting-rights-south/index.html,CNN,"Tierney Sneed Dianne Gallagher, Tierney Sneed, Dianne Gallagher","Dianne Gallagher, Tierney Sneed, Tierney Sneed Dianne Gallagher","https://media.cnn.com/api/v1/images/stellar/prod/230609124243-01-voting-rights-rally-1022.jpg?c=16x9&q=w_800,c_fill","According to the Democracy Docket, a liberal-leaning voting rights media platform that tracks election litigation, there are 31 active federal cases involving Voting Rights Act redistricting claims similar to those in the Alabama case.",United States,Center Left,Cable TV News,False,True
170819,2023-02-13,Here’s how some officials think elections should run,https://www.politico.com/newsletters/weekly-score/2023/02/13/heres-how-some-officials-think-elections-should-run-00082501,Politico,Follow Us On X,Follow Us On X,https://static.politico.com/3d/ee/f4d549cf4e548af6712990ce5b9e/politico-cms-shared-graphic-1120x629.jpg,"(Here is more background on the case from the Democracy Docket, the site founded by Democratic megalawyer Marc Elias, and WILL’s press release from when the group initially filed the suit.)",United States,Center,Web Publication,True,True
170811,2023-01-30,Redistricting lawsuits could shape the 2024 battle for House control,https://www.rollcall.com/2023/01/30/redistricting-lawsuits-could-shape-the-2024-battle-for-house-control/,Roll Call,"Daniela Altimari, Posted January","Daniela Altimari, Posted January",https://rollcall.com/app/uploads/2021/09/GettyImages-1233948308.jpg,"The Democracy Docket, a progressive voting rights site founded by Democratic elections lawyer Marc Elias, counted 46 lawsuits filed in 22 states seeking to overturn congressional maps crafted in 2021 and 2022.",United States,Center,Opinion Journal,True,True
170774,2024-04-21,‘Completely Insane!’ Fox & Friends Gobsmacked Over Hillary Clinton’s ‘Toxic’ Claims Trump Wants To ‘Rule Without Any Check or Balance’,https://www.mediaite.com/politics/completely-insane-fox-friends-gobsmacked-over-hillary-clintons-toxic-claims-trump-wants-to-rule-without-any-check-or-balance/,Mediaite,Jennifer Bowers Bahney,Jennifer Bowers Bahney,https://www.mediaite.com/wp-content/uploads/2024/04/Screenshot-2024-04-21-at-8.45.06 AM.png,"Clinton told Marc Elias’ “Democracy Docket” podcast:

Trump was like, you know, just gaga over Putin because Putin does what he would like to do — kill his opposition, imprison his opposition, drive, you know, journalists and others into exile, rule without any check or balance — that’s what trump really wants, so we have to be very conscience of how he sees the world.",United States,Center Left,Web Publication,True,True
170715,2022-11-25,Election deniers faced defeat but election denialism is still swirling in Arizona,https://www.cnn.com/2022/11/25/politics/election-questions-arizona-results/index.html,CNN,Maeve Reston,Maeve Reston,"https://media.cnn.com/api/v1/images/stellar/prod/221106135823-kari-lake-file-100922.jpg?c=16x9&q=w_800,c_fill","Marc Elias, an attorney specializing in election litigation who has taken a central role in pushing back against GOP efforts to restrict ballot access, noted in a post on his Democracy Docket website that Lake’s complaints about “voter suppression” were ironic given Republican’s efforts to limit voting access in recent years.",United States,Center Left,Cable TV News,True,True
176342,2024-10-10,2:00PM Water Cooler 10/10/2024,https://www.nakedcapitalism.com/2024/10/200pm-water-cooler-10-10-2024.html,Naked Capitalism,"Yves Smith, Lambert Strether, View All Posts Lambert Strether, Socal Rhino, Jeremy Grimm","Jeremy Grimm, Lambert Strether, Socal Rhino, View All Posts Lambert Strether, Yves Smith",https://www.nakedcapitalism.com/wp-content/uploads/2024/10/rcp_2024-10-04.png,[Democracy Docket].,United States,Left,Web Publication,False,True
170685,2022-11-25,Election deniers faced defeat but election denialism is still swirling in Arizona,https://www.eastbaytimes.com/2022/11/25/election-deniers-faced-defeat-but-election-denialism-is-still-swirling-in-arizona/,East Bay Times,Cnn.Com Wire Service,Cnn.Com Wire Service,https://www.eastbaytimes.com/wp-content/uploads/2022/11/OPED-MCMANUS-COLUMN-GET-4-1.jpg?w=1024&h=740,"Marc Elias, an attorney specializing in election litigation who has taken a central role in pushing back against GOP efforts to restrict ballot access, noted in a post on his Democracy Docket website that Lake’s complaints about “voter suppression” were ironic given Republican’s efforts to limit voting access in recent years.",United States,Center,Local News Outlet,True,True
170669,2022-11-07,Avalanche of early lawsuits could pave way for disputes over Tuesday's election results,https://www.cnn.com/2022/11/07/politics/election-lawsuits-midterms-challenges/index.html,CNN,"Tierney Sneed Fredreka Schouten, Tierney Sneed, Fredreka Schouten","Fredreka Schouten, Tierney Sneed, Tierney Sneed Fredreka Schouten","https://media.cnn.com/api/v1/images/stellar/prod/221104164006-early-voting-georgia-110422.jpg?c=16x9&q=w_800,c_fill","In all, 120 cases surrounding voting had been filed as of November 3 – more than half of which have sought to restrict access to the ballot– according to the Democracy Docket, a liberal-leaning voting rights and media platform that tracks election litigation.",United States,Center Left,Cable TV News,False,True
170668,2022-11-07,Avalanche of early lawsuits could pave way for disputes over Tuesday's election results,https://ktvz.com/news/2022/11/07/avalanche-of-early-lawsuits-could-pave-way-for-disputes-over-tuesdays-election-results/,KTVZ,Cnn Newsource,Cnn Newsource,https://ktvz.b-cdn.net/2025/02/KTVZ-Default-image-860x484.jpg,"In all, 120 cases surrounding voting had been filed as of November 3 — more than half of which have sought to restrict access to the ballot– according to the Democracy Docket, a liberal-leaning voting rights and media platform that tracks election litigation.",United States,Unspecified,Local Broadcast News,False,True
170665,2022-11-03,Stark contrast between DeSantis and Crist in so many ways,https://www.sun-sentinel.com/opinion/editorials/fl-op-edit-desantis-crist-record-20221103-6zvy7q2y2jafjcf5jncdeqqidi-story.html#ed=rss_www.sun-sentinel.com/arcio/rss/category/opinion/,Orlando Sun Sentinel,"Sun Sentinel, Sun Sentinel Editorial Board","Sun Sentinel, Sun Sentinel Editorial Board",https://www.sun-sentinel.com/wp-content/uploads/migration/2022/11/03/BTEGCBIH5OTHQYZ6XDXSF3HFCI.jpg?w=1024&h=670,"“Repeal it,” he told the Democracy Docket website.

Elections:",United States,Center,Local News Outlet,False,True
170662,2022-10-29,"Donald Trump, election deniers target mail-in voting",http://rssfeeds.azcentral.com/~/717673278/0/phoenix/nation~Youve-got-mail-voting-Donald-Trump-and-other-election-deniers-target-mail-balloting-system/,AZCentral.com,,,https://www.usatoday.com/tangstatic/sites/usat/og-image-q1a2z3fb72acfa.png,"""Some challenge the use of drop boxes, while others attack signature matching rules, cure procedures and more,"" Democratic election lawyer Marc Elias wrote on the Democracy Docket website.",United States,Center,Local News Outlet,True,True
170599,2022-09-19,The dividing factor,https://www.politico.com/newsletters/weekly-score/2022/09/19/the-dividing-factor-00057448,Politico,Follow Us On X,Follow Us On X,https://static.politico.com/3d/ee/f4d549cf4e548af6712990ce5b9e/politico-cms-shared-graphic-1120x629.jpg,"The Washington Post also conducted a similar survey, in which 12 Republican candidates either refused to commit or declined to respond:

— Kari Lake, running for governor in Arizona

— Ron DeSantis, running for governor in Florida

— Derek Schmidt, running for governor in Kansas

— Doug Mastriano, running for governor in Pennsylvania

— Greg Abbott, running for governor in Texas

— Tim Michels, running for governor in Wisconsin

— Marco Rubio, running for Senate in Florida

— Don Bolduc, running for Senate in New Hampshire

— Ron Johnson, running for Senate in Wisconsin

— Along with Dixon, Masters and Budd, as the NYT reported

VOTING LAWSUITS — Republican-affiliated groups have filed 41 lawsuits since January — a jump from the number filed by such individuals and groups last year and in 2020, according to a report released Monday from the progressive group Democracy Docket.",United States,Center,Web Publication,False,True
170408,2024-05-24,Trump’s attacks on early voting muddle Republican election plans,https://www.staradvertiser.com/2024/05/24/breaking-news/trumps-attacks-on-early-voting-muddle-republican-election-plans/,Honolulu Star Advertiser,"Tim Reid, Julia Harte, Nathan Layne","Julia Harte, Nathan Layne, Tim Reid",https://www.staradvertiser.com/wp-content/uploads/2024/05/web1_20240524_brk_tru01.jpg,"The RNC has also filed or supports 29 lawsuits aimed at restricting early voting, 17 of which concern voting by mail, according to Democracy Docket, a progressive voting rights group that tracks election-related litigation.",United States,Center,Web Publication,False,True
170383,2024-07-21,"Will Trump, GOP fight revised Democratic ticket in court? Top lawyer has stern warning and prediction",https://www.nj.com/news/2024/07/will-trump-gop-fight-revised-democratic-ticket-in-court-top-lawyer-has-stern-warning-and-prediction.html,NJ.com,"Kevin Manahan, Kmanahan Njadvancemedia.Com, Nj Advance Media For Nj.Com","Kevin Manahan, Kmanahan Njadvancemedia.Com, Nj Advance Media For Nj.Com",https://www.nj.com/resizer/v2/NA7YLN354NDE7K2UUI4A2OV5GM.JPG?auth=bb59899ee360eacf17ed20ca13b10a644d367db96f78fb4ac6f405144982e2e2&width=1280&smart=true&quality=90,"Democratic election lawyer Marc Elias has beaten Republicans’ brains in during past court battles — over certifying the 2020 presidential election, overturning gerrymandered districts, and maintaining and restoring voting rights to thousands of registered voters the GOP has tried to disqualify.",United States,Center,Web Publication,True,True
170376,2022-01-19,What's in the Senate voting rights bill and how Democrats still hope to pass it,https://www.cnet.com/how-to/the-senate-voting-rights-bill-whats-in-it/#ftag=CADf328eec,CNET,"See Full Bio, Dan Avery, Dan Was A Writer On Cnet'S How-To, Thought Leadership Teams. His Byline Has Appeared In The New York Times, Newsweek, Nbc News, Architectural Digest, Elsewhere. He Is A Crossword Junkie, Is Interested In The Intersection Of Tech, Marginalized Communities.","Architectural Digest, Dan Avery, Dan Was A Writer On Cnet'S How-To, Elsewhere. He Is A Crossword Junkie, Marginalized Communities., Newsweek, See Full Bio",https://www.cnet.com/a/img/resize/cdddd11d67da2196ce031e086466e286a8fb3123/hub/2020/11/03/3080afc7-e104-4a35-a042-49666f11e0e6/i-voted-ballots-elections-election-2020-1928.jpg?auto=webp&fit=crop&height=675&width=1200,"Republicans have used the tool to block much of Democrats' recent legislation: There have been over 2,000 filibusters in the past century, according to Democracy Docket, but half occurred in the last 12 years.",United States,Center,Web Publication,False,True
170341,2020-12-08,Fact check: President Donald Trump did not win 2020 election,https://www.usatoday.com/story/news/factcheck/2020/12/08/fact-check-president-donald-trump-did-not-win-2020-election/6467942002/,USA Today,,,https://www.usatoday.com/tangstatic/sites/usat/og-image-q1a2z3fb72acfa.png,"The Trump campaign and its allies flooded state and federal courts after the election, filing over 40 lawsuits, primarily in battleground states, according to a running tally by Marc Elias, a Democratic elections expert and founder of Democracy Docket.",United States,Center,Web Publication,True,True
170339,2020-12-16,Groups sue four Georgia counties over early voting,https://www.ajc.com/politics/election/groups-sue-four-georgia-counties-over-early-voting/G6CAQKNYKVGM7BEIQ6BAJGCX5M/,Atlanta Journal-Constitution,"David Wickert Mark Niesse, David Wickert","David Wickert, David Wickert Mark Niesse",https://d1fegwn2wjh0cs.cloudfront.net/12-17-2020/t_b6dfa69b3c1d4ee2be438244598de3af_name_346c5aff71e54ffaa09035ac1276299b.jpeg?auth=1282d72293a5df0a2fa73d5fa77bbd2a7afda32b6ac65043d21499da6f76fd3c&width=1200&height=630&smart=true,"The New Georgia Project and Democracy Docket say Bibb, Clarke, Houston and Paulding counties are not offering early voting on a Saturday during three weeks of early voting, which they say is required by state law.",United States,Center,Local News Outlet,False,True
176589,2024-06-06,2:00PM Water Cooler 6/6/2024,https://www.nakedcapitalism.com/2024/06/200pm-water-cooler-6-6-2024.html,Naked Capitalism,"Yves Smith, Lambert Strether, View All Posts Lambert Strether, Socal Rhino, For Justice, Morgan Everett","For Justice, Lambert Strether, Morgan Everett, Socal Rhino, View All Posts Lambert Strether, Yves Smith",https://www.nakedcapitalism.com/wp-content/uploads/2024/05/rcp_2024_05-31.png,"[Marc Elias, Democracy Docket].",United States,Left,Web Publication,True,True
170092,2021-08-12,US Census Bureau release 2020 census: How to understand the data,http://rssfeeds.azcentral.com/~/662118884/0/phoenix/politics~What-to-expect-from-the-census-as-redistricting-fights-loom/,AZCentral.com,,,"https://www.usatoday.com/gcdn/presto/2021/08/12/USAT/bb3b60d5-022f-46cd-a4ec-7c53575fbb28-XXX__JC25599.JPG?crop=2999,1687,x0,y152&width=2999&height=1687&format=pjpg&auto=webp","Cases in Pennsylvania, Minnesota and Louisiana claim the census data released in April shows population shifts that render districts instantly unconstitutional.

Democracy Docket alleges Republican lawmakers often pass “unfair and unconstitutional maps,” and “some of the best protection voters have against disenfranchisement is through the courts.”",United States,Center,Local News Outlet,True,True
170091,2021-08-12,US Census Bureau release 2020 census: How to understand the data,http://rssfeeds.azcentral.com/~/662118884/0/phoenix/nation~What-to-expect-from-the-census-as-redistricting-fights-loom/,AZCentral.com,,,"https://www.usatoday.com/gcdn/presto/2021/08/12/USAT/bb3b60d5-022f-46cd-a4ec-7c53575fbb28-XXX__JC25599.JPG?crop=2999,1687,x0,y152&width=2999&height=1687&format=pjpg&auto=webp","Cases in Pennsylvania, Minnesota and Louisiana claim the census data released in April shows population shifts that render districts instantly unconstitutional.

Democracy Docket alleges Republican lawmakers often pass “unfair and unconstitutional maps,” and “some of the best protection voters have against disenfranchisement is through the courts.”",United States,Center,Local News Outlet,True,True
170087,2021-08-12,US Census Bureau release 2020 census: How to understand the data,http://rssfeeds.azcentral.com/~/662118884/0/phoenix/politics~Census-US-sees-unprecedented-multiracial-growth-decline-in-the-white-population-for-first-time-in-history/,AZCentral.com,,,"https://www.usatoday.com/gcdn/presto/2021/08/12/USAT/bb3b60d5-022f-46cd-a4ec-7c53575fbb28-XXX__JC25599.JPG?crop=2999,1687,x0,y152&width=2999&height=1687&format=pjpg&auto=webp","Cases in Pennsylvania, Minnesota and Louisiana claim the census data released in April shows population shifts that render districts instantly unconstitutional.

Democracy Docket alleges Republican lawmakers often pass “unfair and unconstitutional maps,” and “some of the best protection voters have against disenfranchisement is through the courts.”",United States,Center,Local News Outlet,True,True
170085,2021-08-12,US Census Bureau release 2020 census: How to understand the data,http://rssfeeds.northjersey.com/~/662118884/0/northjerseynews~Census-US-sees-unprecedented-multiracial-growth-decline-in-the-white-population-for-first-time-in-history/,Bergen Record,,,"https://www.usatoday.com/gcdn/presto/2021/08/12/USAT/bb3b60d5-022f-46cd-a4ec-7c53575fbb28-XXX__JC25599.JPG?crop=2999,1687,x0,y152&width=2999&height=1687&format=pjpg&auto=webp","Cases in Pennsylvania, Minnesota and Louisiana claim the census data released in April shows population shifts that render districts instantly unconstitutional.

Democracy Docket alleges Republican lawmakers often pass “unfair and unconstitutional maps,” and “some of the best protection voters have against disenfranchisement is through the courts.”",United States,Center,Local News Outlet,True,True
170039,2021-06-10,Far-left rep claims Manchin ‘dooming our democracy’ by opposing HR1,https://nypost.com/2021/06/10/far-left-rep-claims-manchin-dooming-our-democracy-by-opposing-hr1/,New York Post,,,https://nypost.com/wp-content/uploads/sites/2/2021/06/manchin-jones-676.jpg?quality=75&strip=all&w=1200,"Rep. Mondaire Jones (D-NY) wrote in an essay published Wednesday on the website Democracy Docket that Manchin did not have any “substantive concerns” about the legislation, also known as the For The People Act.

“What Senator Manchin wants is a bipartisan bill — whatever it says,” Jones wrote.",United States,Right,Local News Outlet,False,True
170012,2021-05-06,Ohio Becomes The Latest State To Introduce A Major Voter Suppression Bill,https://www.huffpost.com/entry/ohio-latest-state-introduce-major-voter-suppression-bill_n_609493efe4b05fb33f4a8a00,Huffpost,Senior Reporter,Senior Reporter,https://img.huffingtonpost.com/asset/6094978a1e0000a663101162.jpeg?cache=mAzRe6LDqK&ops=1200_630,"Read the bill here👇https://t.co/GnPzLGoaTK — Democracy Docket (@DemocracyDocket) May 6, 2021

To promote the bill they co-sponsored, Republican state Reps. Bill Seitz and Sharon Ray used the same language that GOP lawmakers used in other states to try to curb voting rights.",United States,Center Left,Web Publication,False,True
169970,2021-04-06,Marc Elias Fought Trump's 2020 Election Lawsuits. Can He Win The Battle Over Voting Rights?,https://time.com/5952523/marc-elias-voting-laws-challenge/,Time,Alana Abramson,Alana Abramson,https://api.time.com/wp-content/uploads/2021/04/lawyer-marc-elias.jpg?quality=85&w=1200&h=628&crop=1,"He’s amassed nearly half a million followers on Twitter, his home office has a ring light for his virtual MSNBC hits, and his January 2021 appearance on actress Alyssa Milano’s podcast was titled, “Marc Elias saves Democracy, one court at a time.”",United States,Center,National News Outlet,True,True
169893,2024-09-20,Attempts to purge voter rolls increase as election nears,https://ktvz.com/politics/cnn-us-politics/2024/09/20/attempts-to-purge-voter-rolls-increase-as-election-nears/,KTVZ,Cnn Newsource,Cnn Newsource,https://ktvz.b-cdn.net/2024/09/cnn-L19jb21wb25lbnRzL2ltYWdlL2luc3RhbmNlcy9jbTE5bzg2OWswMDJ0M2I2a3Joa2Jhanlk-L19jb21wb25lbnRzL2FydGljbGUvaW5zdGFuY2VzL2NtMTlteHJzeDAwMG05a3FiYmw0bGU2NTU-300.jpg,"As of Tuesday, at least three dozen cases related to voter rolls and their maintenance are pending in 19 states, according to the liberal-leaning Democracy Docket, which tracks election litigation.",United States,Unspecified,Local Broadcast News,False,True
169887,2024-10-02,How the US Supreme Court could get involved in the 2024 presidential election,https://abcnews.go.com/Politics/us-supreme-court-involved-2024-presidential-election/story?id=114185679,ABC News ,,,https://i.abcnewsfe.com/a/69dc567f-eea5-46e6-bd43-e682c4fcb249/supreme-court-file-gty-ml-240926_1727366030604_hpMain_16x9.jpg?w=1600,"The case is among more than three dozen GOP-led suits attempting to purge alleged ineligible voters, according to Democracy Docket, a left-leaning group tracking the litigation.",United States,Center,Network TV News,False,True
169856,2024-10-16,Young Voters In A Swing State Received A 'Threatening' Text,https://www.huffpost.com/entry/young-wisconsin-voters-targeted-threatening-text_n_670fdfafe4b065987f75f79d,Huffpost,"Senior Reporter, Huffpost National Desk","Huffpost National Desk, Senior Reporter",https://img.huffingtonpost.com/asset/671002a01d00002d004cff77.jpeg?cache=SF07XBfk2t&ops=1200_630,"A staff member at Democracy Docket, a voting rights news website founded by the Democratic election lawyer Marc Elias, also received a text, according to the group’s website.",United States,Center Left,Web Publication,True,True
172767,2023-12-04,Cheers and Jeers: Monday,https://www.dailykos.com/stories/2023/12/4/2209261/-Cheers-and-Jeers-Monday?pm_campaign=blog&pm_medium=rss&pm_source=,Daily Kos,,,https://images.dailykos.com/images/1016107/story_image/CheersandJeerssharpedgelogo.jpg?1639234149,"I get the weekday evening updates—always at 6 o’clock sharp—from Marc Elias and his defenders of free and fair elections at Democracy Docket, and late last week there were some developments worth passing along to you, my beloved unwashed rabble:

» Georgia Republicans released new proposed congressional and legislative maps.",United States,Left,Web Publication,True,True
169849,2020-12-11,"What's on TV Saturday, Sunday Talk: A Bee Gees documentary",https://www.latimes.com/entertainment-arts/tv/story/2020-12-11/whats-on-tv-saturday-sunday-talk-a-bee-gees-documentary,LA Times,"Former Los Angeles Times Staffer Ed Stockly Handled The Tv Listings, Highlights, Was The Resident Tv Skeptic, Occasionally Writing About Tv Shows That Feature The Paranormal, Bad Science, Mermaids, Big Foot, Aliens","Aliens, Bad Science, Big Foot, Highlights, Mermaids, Was The Resident Tv Skeptic",https://ca-times.brightspotcdn.com/dims4/default/0ec5a43/2147483647/strip/true/crop/1693x889+0+0/resize/1200x630!/quality/75/?url=https%3A%2F%2Fcalifornia-times-brightspot.s3.amazonaws.com%2Fcf%2F22%2F7f0b65ba4915bfc9fa2985a39be2%2Fthe-bee-gees-how-can-you-mend-a-broken-heart-1.jpg,"Trump and right-wing media’s Biden denialism: Marc Elias, Democracy Docket.",United States,Center,Local News Outlet,True,True
169819,2020-12-03,Meet the Americans involved in Trump lawsuits challenging the election,http://rssfeeds.northjersey.com/~/639532796/0/northjerseynews~For-Trump-supporters-primed-to-disbelieve-defeat-challenging-the-election-was-a-civic-duty/,Bergen Record,,,"https://www.usatoday.com/gcdn/presto/2020/11/25/USAT/48717031-f700-4a82-9489-7056ab6e15f6-XXX_TCFBallotCount_110420_ES11.JPG?crop=1023,575,x1,y194&width=1023&height=575&format=pjpg&auto=webp","The Trump campaign and its allies have lost 42 lawsuits and won one that affected a few dozen votes, according to a running tally by Marc Elias, a Democratic elections expert and founder of Democracy Docket.",United States,Center,Local News Outlet,True,True
171056,2025-12-30,"New Year's Adam. Tabs, Tues., Dec. 30, 2025",https://www.wonkette.com/p/new-years-adam-tabs-tues-dec-30-2025,Wonkette,Evan Hurst,Evan Hurst,"https://substackcdn.com/image/fetch/$s_!I3X6!,w_1200,h_675,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2F758606f9-f512-4cff-aba8-b3aa933c4b7e_480x428.gif","[Democracy Docket]

This Chicago Trib Sunday feature on how Chicago fought back and beat the ICE losers out of their fucking town is excellent, you should read it.",United States,Left,Web Publication,False,True
169815,2020-12-03,Meet the Americans involved in Trump lawsuits challenging the election,http://rssfeeds.azcentral.com/~/639532796/0/phoenix/nation~For-Trump-supporters-primed-to-disbelieve-defeat-challenging-the-election-was-a-civic-duty/,AZCentral.com,,,"https://www.usatoday.com/gcdn/presto/2020/11/25/USAT/48717031-f700-4a82-9489-7056ab6e15f6-XXX_TCFBallotCount_110420_ES11.JPG?crop=1023,575,x1,y194&width=1023&height=575&format=pjpg&auto=webp","The Trump campaign and its allies have lost 42 lawsuits and won one that affected a few dozen votes, according to a running tally by Marc Elias, a Democratic elections expert and founder of Democracy Docket.",United States,Center,Local News Outlet,True,True
171117,2025-09-02,'Unconstitutional': Outrage as new Trump threat is condemned,https://www.alternet.org/trump-threat-2673948288/,Alternet,Jessica Corbett,Jessica Corbett,https://www.alternet.org/media-library/image.jpg?id=61145694&width=1200&height=600&coordinates=0%2C458%2C0%2C459,"In addition to pointing out that Trump is ""an absentee voter himself,"" Democracy Docket explained Sunday that ""the US Constitution gives the states the primary authority to regulate elections, while empowering Congress to 'at any time by Law make or alter such Regulations.'",United States,Left,Web Publication,False,True
171138,2025-08-18,'Enormous abuse of power': Trump just laid bare his plan to 'corrupt the 2026 midterm elections',https://www.alternet.org/trump-midterms-truth-social/,Alternet,Alex Henderson,Alex Henderson,https://www.alternet.org/media-library/image.jpg?id=61483132&width=1200&height=600&coordinates=0%2C454%2C0%2C454,"Democratic election lawyer, voting rights expert and Democracy Docket publisher Mark Elias is warning that President Donald Trump is determined to ""steal the 2026 elections"" — and his game plan, according to an August video, includes a combination of voter suppression, election denial and a mid-decade U.S. Census (which is violating the rules because the next Census isn't due until 2030).",United States,Left,Web Publication,False,True
169753,2024-10-20,Republicans and Democrats are both preparing for long legal battles over the 2024 election results,https://www.clickondetroit.com/news/politics/2024/10/20/republicans-and-democrats-are-both-preparing-for-long-legal-battles-over-the-2024-election-results/,Click on Detroit,"Alanna Durkin Richer, Colleen Long And Lindsay Whitehurst, Associated Press","Alanna Durkin Richer, Colleen Long And Lindsay Whitehurst","https://res.cloudinary.com/graham-media-group/image/upload/f_auto/q_auto/c_thumb,w_700/v1/media/gmg/BREFNFWOE5D5DIBWUCPGDCTHUY.jpg?_a=DATAg1fkZAA0","With a little over two weeks before Election Day, about 180 voting and election cases have been filed so far this year, according to Democratic lawyer Marc Elias, who founded the election litigation tracking group Democracy Docket.",United States,Center,Local Broadcast News,True,True
169749,2024-10-20,Republicans and Democrats are both preparing for long legal battles over the 2024 election results,https://www.ksat.com/news/politics/2024/10/20/republicans-and-democrats-are-both-preparing-for-long-legal-battles-over-the-2024-election-results/,KSAT,"Alanna Durkin Richer, Colleen Long And Lindsay Whitehurst, Associated Press","Alanna Durkin Richer, Colleen Long And Lindsay Whitehurst","https://res.cloudinary.com/graham-media-group/image/upload/f_auto/q_auto/c_thumb,w_700/v1/media/gmg/BREFNFWOE5D5DIBWUCPGDCTHUY.jpg?_a=DATAg1fkZAA0","With a little over two weeks before Election Day, about 180 voting and election cases have been filed so far this year, according to Democratic lawyer Marc Elias, who founded the election litigation tracking group Democracy Docket.",United States,Unspecified,Local Broadcast News,True,True
171158,2025-08-04,"Georgia O'Keeffe's Pudding Cake! Tabs, Mon., Aug. 4, 2025",https://www.wonkette.com/p/georgia-okeeffes-pudding-tabs-mon,Wonkette,Marcie Jones,Marcie Jones,"https://substackcdn.com/image/fetch/$s_!HOeq!,w_1200,h_675,c_fill,f_jpg,q_auto:good,fl_progressive:steep,g_auto/https%3A%2F%2Fsubstack-post-media.s3.amazonaws.com%2Fpublic%2Fimages%2Fce3a01e4-05bb-4d22-b93c-9ff529f2b2d6_500x484.gif","(Democracy Docket)

You knew this was coming: Office of the Special Counsel, currently headed by (acting) man-of-many jobs Jamieson Greer, has opened a Hatch Act investigation into former Special Counsel Jack Smith, because he investigated sweet innocent lamb Donald Trump like he was appointed to do.",United States,Left,Web Publication,False,True
